symbol,entry_date,exit_date,entry_price,exit_price,days_held,pnl_pct,pnl_rs,exit_reason,result
HDFCBANK,2022-08-30,2022-09-27,723.23,716.2,18,-0.97,-7.03,SMA_EXIT,LOSS
HDFCBANK,2022-12-26,2023-01-23,799.75,833.13,19,4.17,33.38,RSI_EXIT,WIN
HDFCBANK,2023-02-21,2023-04-03,820.0,803.78,26,-1.98,-16.22,RSI_EXIT,LOSS
HDFCBANK,2023-05-25,2023-06-16,807.85,793.58,15,-1.77,-14.27,SMA_EXIT,LOSS
HDFCBANK,2023-07-13,2023-08-14,828.35,805.5,21,-2.76,-22.85,SMA_EXIT,LOSS
HDFCBANK,2024-07-19,2024-08-05,808.0,820.05,10,1.49,12.05,RSI_EXIT,WIN
HDFCBANK,2024-10-04,2024-11-19,837.25,857.0,30,2.36,19.75,MAX_HOLD,WIN
HDFCBANK,2024-12-19,2025-01-14,899.8,819.95,16,-8.87,-79.85,SMA_EXIT,LOSS
HDFCBANK,2025-06-16,2025-06-27,962.0,1006.5,8,4.63,44.5,RSI_EXIT,WIN
HDFCBANK,2025-08-06,2025-09-19,985.55,974.9,29,-1.08,-10.65,RSI_EXIT,LOSS
HDFCBANK,2025-09-26,2025-10-07,945.1,974.0,5,3.06,28.9,RSI_EXIT,WIN
HDFCBANK,2025-12-19,2026-01-05,987.0,1005.75,9,1.9,18.75,RSI_EXIT,WIN
RELIANCE,2022-01-27,2022-02-25,1168.0,1140.05,20,-2.39,-27.95,SMA_EXIT,LOSS
RELIANCE,2022-05-06,2022-05-13,1306.1,1213.0,4,-7.13,-93.1,SMA_EXIT,LOSS
RELIANCE,2022-06-17,2022-06-23,1280.0,1257.53,3,-1.76,-22.47,SMA_EXIT,LOSS
RELIANCE,2022-12-12,2022-12-26,1292.75,1257.38,9,-2.74,-35.37,SMA_EXIT,LOSS
RELIANCE,2023-06-27,2023-07-04,1248.28,1312.5,3,5.14,64.22,RSI_EXIT,WIN
RELIANCE,2023-07-25,2023-08-04,1247.0,1249.4,7,0.19,2.4,SMA_EXIT,WIN
RELIANCE,2024-01-24,2024-01-30,1335.23,1459.95,2,9.34,124.72,RSI_EXIT,WIN
RELIANCE,2024-03-18,2024-05-07,1420.0,1415.98,30,-0.28,-4.02,MAX_HOLD,LOSS
RELIANCE,2024-05-08,2024-05-23,1397.5,1458.55,10,4.37,61.05,RSI_EXIT,WIN
RELIANCE,2024-05-31,2024-07-01,1431.3,1562.53,19,9.17,131.23,RSI_EXIT,WIN
RELIANCE,2024-07-23,2024-08-21,1501.0,1493.25,19,-0.52,-7.75,RSI_EXIT,LOSS
RELIANCE,2024-09-10,2024-09-30,1460.5,1519.4,13,4.03,58.9,RSI_EXIT,WIN
RELIANCE,2025-07-14,2025-08-28,1492.2,1389.9,30,-6.86,-102.3,MAX_HOLD,LOSS
RELIANCE,2025-09-01,2025-09-15,1356.0,1393.0,9,2.73,37.0,RSI_EXIT,WIN
RELIANCE,2025-09-25,2025-10-20,1381.3,1440.0,15,4.25,58.7,RSI_EXIT,WIN
RELIANCE,2026-01-09,2026-01-20,1465.0,1410.7,5,-3.71,-54.3,SMA_EXIT,LOSS
ICICIBANK,2022-01-31,2022-02-25,788.95,724.95,18,-8.11,-64.0,SMA_EXIT,LOSS
ICICIBANK,2022-09-27,2022-11-14,864.95,905.0,30,4.63,40.05,MAX_HOLD,WIN
ICICIBANK,2022-12-19,2023-01-30,908.0,800.0,28,-11.89,-108.0,SMA_EXIT,LOSS
ICICIBANK,2023-08-04,2023-09-13,968.65,989.8,26,2.18,21.15,RSI_EXIT,WIN
ICICIBANK,2023-09-22,2023-10-26,956.5,914.3,21,-4.41,-42.2,SMA_EXIT,LOSS
ICICIBANK,2023-12-26,2024-02-08,994.9,1024.1,30,2.93,29.2,MAX_HOLD,WIN
ICICIBANK,2024-02-09,2024-02-22,988.85,1056.0,8,6.79,67.15,RSI_EXIT,WIN
ICICIBANK,2024-04-19,2024-04-26,1052.95,1112.15,4,5.62,59.2,RSI_EXIT,WIN
ICICIBANK,2024-05-23,2024-06-21,1115.55,1163.55,19,4.3,48.0,RSI_EXIT,WIN
ICICIBANK,2024-07-26,2024-08-27,1190.0,1213.3,20,1.96,23.3,RSI_EXIT,WIN
ICICIBANK,2024-10-04,2024-10-30,1247.1,1324.0,17,6.17,76.9,RSI_EXIT,WIN
ICICIBANK,2024-12-20,2025-01-22,1283.95,1201.0,21,-6.46,-82.95,SMA_EXIT,LOSS
ICICIBANK,2025-05-12,2025-06-24,1409.4,1427.7,30,1.3,18.3,MAX_HOLD,WIN
ICICIBANK,2025-08-05,2025-09-17,1453.0,1420.1,28,-2.26,-32.9,RSI_EXIT,LOSS
ICICIBANK,2025-09-24,2025-09-29,1386.4,1359.6,2,-1.93,-26.8,SMA_EXIT,LOSS
SBIN,2022-02-25,2022-03-07,480.0,447.5,4,-6.77,-32.5,SMA_EXIT,LOSS
SBIN,2022-08-11,2022-09-14,520.0,550.0,21,5.77,30.0,RSI_EXIT,WIN
SBIN,2022-09-27,2022-10-27,544.55,583.95,19,7.24,39.4,RSI_EXIT,WIN
SBIN,2022-12-22,2023-02-02,597.0,520.2,28,-12.86,-76.8,SMA_EXIT,LOSS
SBIN,2023-06-16,2023-06-22,568.75,566.35,3,-0.42,-2.4,SMA_EXIT,LOSS
SBIN,2023-08-04,2023-08-07,594.8,577.0,0,-2.99,-17.8,SMA_EXIT,LOSS
SBIN,2024-01-09,2024-02-02,632.0,652.0,16,3.16,20.0,RSI_EXIT,WIN
SBIN,2024-02-29,2024-03-11,743.9,790.0,6,6.2,46.1,RSI_EXIT,WIN
SBIN,2024-03-14,2024-04-04,749.9,775.0,12,3.35,25.1,RSI_EXIT,WIN
SBIN,2024-07-26,2024-09-10,844.65,788.0,30,-6.71,-56.65,MAX_HOLD,LOSS
SBIN,2024-09-12,2024-10-08,775.0,772.25,16,-0.35,-2.75,SMA_EXIT,LOSS
SBIN,2024-11-18,2024-11-22,811.0,786.0,2,-3.08,-25.0,SMA_EXIT,LOSS
SBIN,2024-12-20,2024-12-23,834.9,817.3,0,-2.11,-17.6,SMA_EXIT,LOSS
SBIN,2025-06-16,2025-06-20,792.5,787.5,3,-0.63,-5.0,SMA_EXIT,LOSS
SBIN,2025-07-29,2025-08-12,796.2,824.95,9,3.61,28.75,RSI_EXIT,WIN
SBIN,2025-08-28,2025-09-12,807.25,824.1,10,2.09,16.85,RSI_EXIT,WIN
SBIN,2025-12-04,2026-01-05,951.05,1000.0,20,5.15,48.95,RSI_EXIT,WIN
BHARTIARTL,2022-03-07,2022-03-17,640.0,720.0,7,12.5,80.0,RSI_EXIT,WIN
BHARTIARTL,2022-04-13,2022-04-27,742.0,750.0,7,1.08,8.0,RSI_EXIT,WIN
BHARTIARTL,2022-05-09,2022-05-16,706.1,685.85,4,-2.87,-20.25,SMA_EXIT,LOSS
BHARTIARTL,2022-10-14,2022-10-21,779.95,790.0,4,1.29,10.05,RSI_EXIT,WIN
BHARTIARTL,2023-02-24,2023-02-28,775.7,755.0,1,-2.67,-20.7,SMA_EXIT,LOSS
BHARTIARTL,2023-07-20,2023-09-04,871.0,865.75,30,-0.6,-5.25,MAX_HOLD,LOSS
BHARTIARTL,2023-10-26,2023-11-22,921.65,974.3,18,5.71,52.65,RSI_EXIT,WIN
BHARTIARTL,2023-12-21,2023-12-28,968.0,1023.9,3,5.77,55.9,RSI_EXIT,WIN
BHARTIARTL,2024-02-06,2024-02-20,1125.0,1145.0,9,1.78,20.0,RSI_EXIT,WIN
BHARTIARTL,2024-02-27,2024-03-06,1113.0,1173.95,6,5.48,60.95,RSI_EXIT,WIN
BHARTIARTL,2024-05-06,2024-05-24,1275.0,1375.5,13,7.88,100.5,RSI_EXIT,WIN
BHARTIARTL,2024-06-21,2024-06-28,1384.95,1536.25,4,10.92,151.3,RSI_EXIT,WIN
BHARTIARTL,2024-10-04,2024-10-16,1670.05,1720.0,7,2.99,49.95,RSI_EXIT,WIN
BHARTIARTL,2024-10-28,2024-12-12,1658.15,1578.5,30,-4.8,-79.65,MAX_HOLD,LOSS
BHARTIARTL,2025-02-20,2025-03-12,1639.85,1690.0,12,3.06,50.15,RSI_EXIT,WIN
BHARTIARTL,2025-07-11,2025-08-20,1942.0,1937.0,26,-0.26,-5.0,RSI_EXIT,LOSS
BHARTIARTL,2025-08-29,2025-09-22,1872.5,1954.0,15,4.35,81.5,RSI_EXIT,WIN
BHARTIARTL,2025-10-01,2025-10-20,1868.0,2026.0,11,8.46,158.0,RSI_EXIT,WIN
BHARTIARTL,2025-12-02,2026-01-16,2089.8,2020.0,30,-3.34,-69.8,MAX_HOLD,LOSS
BHARTIARTL,2026-01-21,2026-01-29,1977.0,1964.0,4,-0.66,-13.0,SMA_EXIT,LOSS
INFY,2022-01-27,2022-03-09,1702.0,1791.0,27,5.23,89.0,RSI_EXIT,WIN
INFY,2022-04-07,2022-04-19,1821.05,1636.65,5,-10.13,-184.4,SMA_EXIT,LOSS
INFY,2023-10-25,2023-10-26,1399.0,1355.05,0,-3.14,-43.95,SMA_EXIT,LOSS
INFY,2024-03-06,2024-04-03,1602.8,1479.0,16,-7.72,-123.8,SMA_EXIT,LOSS
INFY,2024-08-06,2024-08-19,1760.2,1860.0,7,5.67,99.8,RSI_EXIT,WIN
INFY,2024-10-31,2024-12-12,1787.9,1975.2,27,10.48,187.3,RSI_EXIT,WIN
INFY,2024-12-23,2025-02-04,1930.05,1889.0,30,-2.13,-41.05,MAX_HOLD,LOSS
INFY,2025-02-14,2025-02-25,1854.0,1745.15,6,-5.87,-108.85,SMA_EXIT,LOSS
INFY,2026-01-01,2026-01-19,1615.4,1685.0,10,4.31,69.6,RSI_EXIT,WIN
ETERNAL,2023-08-21,2023-09-08,90.5,100.75,13,11.33,10.25,RSI_EXIT,WIN
ETERNAL,2023-11-24,2023-12-20,114.15,130.35,16,14.19,16.2,RSI_EXIT,WIN
ETERNAL,2024-03-12,2024-03-26,156.6,173.4,8,10.73,16.8,RSI_EXIT,WIN
ETERNAL,2024-06-04,2024-06-20,176.5,199.99,10,13.31,23.49,RSI_EXIT,WIN
ETERNAL,2024-09-02,2024-09-11,252.0,268.25,6,6.45,16.25,RSI_EXIT,WIN
ETERNAL,2024-10-01,2024-11-14,272.55,261.5,30,-4.05,-11.05,MAX_HOLD,LOSS
ETERNAL,2024-12-24,2025-01-14,274.5,233.95,13,-14.77,-40.55,SMA_EXIT,LOSS
ETERNAL,2025-09-01,2025-09-08,313.95,331.0,4,5.43,17.05,RSI_EXIT,WIN
ETERNAL,2025-09-29,2025-10-09,326.95,345.0,6,5.52,18.05,RSI_EXIT,WIN
ETERNAL,2025-10-24,2025-12-09,328.0,284.55,30,-13.25,-43.45,MAX_HOLD,LOSS
LT,2022-02-25,2022-03-07,1782.0,1658.25,4,-6.94,-123.75,SMA_EXIT,LOSS
LT,2022-09-27,2022-11-01,1856.0,2032.0,22,9.48,176.0,RSI_EXIT,WIN
LT,2022-12-23,2023-01-20,2094.5,2282.45,19,8.97,187.95,RSI_EXIT,WIN
LT,2023-01-30,2023-03-15,2129.4,2164.2,30,1.63,34.8,MAX_HOLD,WIN
LT,2023-03-29,2023-04-06,2137.65,2257.75,3,5.62,120.1,RSI_EXIT,WIN
LT,2023-05-12,2023-06-06,2222.65,2269.0,16,2.09,46.35,RSI_EXIT,WIN
LT,2023-10-25,2023-11-13,2959.0,3050.0,13,3.08,91.0,RSI_EXIT,WIN
LT,2024-02-06,2024-02-28,3346.0,3505.0,15,4.75,159.0,RSI_EXIT,WIN
LT,2024-04-16,2024-05-24,3580.05,3586.0,25,0.17,5.95,RSI_EXIT,WIN
LT,2024-08-06,2024-08-28,3548.0,3705.0,14,4.43,157.0,RSI_EXIT,WIN
LT,2024-09-09,2024-09-12,3584.0,3558.0,2,-0.73,-26.0,SMA_EXIT,LOSS
LT,2024-10-01,2024-10-04,3667.0,3515.0,1,-4.15,-152.0,SMA_EXIT,LOSS
LT,2024-12-19,2024-12-30,3702.15,3607.9,5,-2.55,-94.25,SMA_EXIT,LOSS
LT,2025-08-21,2025-09-17,3599.0,3672.0,17,2.03,73.0,RSI_EXIT,WIN
LT,2026-01-14,2026-02-11,3900.0,4172.9,18,7.0,272.9,RSI_EXIT,WIN
LT,2026-03-04,2026-03-13,3950.0,3696.0,6,-6.43,-254.0,SMA_EXIT,LOSS
TCS,2022-01-28,2022-02-25,3646.0,3468.0,19,-4.88,-178.0,SMA_EXIT,LOSS
TCS,2023-02-23,2023-03-15,3421.0,3250.0,12,-5.0,-171.0,SMA_EXIT,LOSS
TCS,2023-08-21,2023-09-08,3375.0,3455.25,13,2.38,80.25,RSI_EXIT,WIN
TCS,2023-10-04,2023-10-10,3486.3,3640.05,3,4.41,153.75,RSI_EXIT,WIN
TCS,2023-10-20,2023-10-27,3450.4,3350.0,3,-2.91,-100.4,SMA_EXIT,LOSS
TCS,2024-01-04,2024-01-15,3701.75,3960.0,6,6.98,258.25,RSI_EXIT,WIN
TCS,2024-02-22,2024-04-09,3971.0,3984.0,30,0.33,13.0,MAX_HOLD,WIN
TCS,2024-04-22,2024-06-03,3837.0,3732.8,28,-2.72,-104.2,SMA_EXIT,LOSS
TCS,2024-08-06,2024-08-19,4170.95,4421.0,7,6.0,250.05,RSI_EXIT,WIN
TCS,2024-09-09,2024-10-23,4455.0,3999.6,30,-10.22,-455.4,SMA_EXIT,LOSS
TCS,2024-12-23,2025-01-01,4200.05,4094.4,5,-2.52,-105.65,SMA_EXIT,LOSS
DIXON,2022-11-18,2022-12-13,4386.0,4002.0,16,-8.76,-384.0,SMA_EXIT,LOSS
DIXON,2023-07-06,2023-08-04,4200.0,4500.45,20,7.15,300.45,RSI_EXIT,WIN
DIXON,2023-09-21,2023-09-28,4875.2,5325.0,4,9.23,449.8,RSI_EXIT,WIN
DIXON,2024-01-20,2024-02-02,6121.0,6189.95,7,1.13,68.95,RSI_EXIT,WIN
DIXON,2024-03-14,2024-03-27,6553.2,7255.0,7,10.71,701.8,RSI_EXIT,WIN
DIXON,2024-07-22,2024-07-31,11267.2,12601.1,6,11.84,1333.9,RSI_EXIT,WIN
DIXON,2024-09-03,2024-09-17,12650.0,13999.0,9,10.66,1349.0,RSI_EXIT,WIN
DIXON,2025-01-14,2025-02-25,15900.0,14000.0,30,-11.95,-1900.0,MAX_HOLD,LOSS
DIXON,2025-05-12,2025-05-29,15980.0,14874.0,12,-6.92,-1106.0,SMA_EXIT,LOSS
DIXON,2025-09-30,2025-10-24,16679.0,15655.0,15,-6.14,-1024.0,SMA_EXIT,LOSS
AXISBANK,2022-04-28,2022-05-02,776.9,722.0,1,-7.07,-54.9,SMA_EXIT,LOSS
AXISBANK,2022-09-27,2022-09-29,746.35,722.25,1,-3.23,-24.1,SMA_EXIT,LOSS
AXISBANK,2022-12-26,2023-01-04,908.0,963.5,6,6.11,55.5,RSI_EXIT,WIN
AXISBANK,2023-01-17,2023-03-02,914.95,866.0,30,-5.35,-48.95,MAX_HOLD,LOSS
AXISBANK,2023-10-25,2023-11-08,960.0,1024.0,9,6.67,64.0,RSI_EXIT,WIN
AXISBANK,2024-01-18,2024-03-02,1066.0,1099.3,30,3.12,33.3,MAX_HOLD,WIN
AXISBANK,2024-03-15,2024-04-12,1056.25,1079.5,16,2.2,23.25,RSI_EXIT,WIN
AXISBANK,2024-07-24,2024-09-06,1262.9,1176.0,30,-6.88,-86.9,MAX_HOLD,LOSS
AXISBANK,2024-10-04,2024-10-08,1175.5,1153.0,1,-1.91,-22.5,SMA_EXIT,LOSS
AXISBANK,2025-05-07,2025-06-19,1159.0,1218.0,30,5.09,59.0,MAX_HOLD,WIN
AXISBANK,2026-03-05,2026-03-16,1354.9,1199.2,6,-11.49,-155.7,SMA_EXIT,LOSS
VEDL,2022-05-05,2022-05-11,402.5,331.35,3,-17.68,-71.15,SMA_EXIT,LOSS
VEDL,2023-02-07,2023-03-01,306.0,267.05,15,-12.73,-38.95,SMA_EXIT,LOSS
VEDL,2024-02-29,2024-03-05,263.1,277.5,3,5.47,14.4,RSI_EXIT,WIN
VEDL,2024-05-31,2024-07-16,446.8,466.9,30,4.5,20.1,MAX_HOLD,WIN
VEDL,2024-08-06,2024-08-22,417.55,460.0,10,10.17,42.45,RSI_EXIT,WIN
VEDL,2024-09-12,2024-09-25,430.05,478.0,8,11.15,47.95,RSI_EXIT,WIN
VEDL,2024-10-11,2024-11-27,496.1,451.4,30,-9.01,-44.7,MAX_HOLD,LOSS
VEDL,2024-12-20,2025-01-10,492.25,438.9,13,-10.84,-53.35,SMA_EXIT,LOSS
VEDL,2025-11-24,2025-12-01,498.15,535.0,4,7.4,36.85,RSI_EXIT,WIN
VEDL,2025-12-09,2025-12-16,509.9,548.0,4,7.47,38.1,RSI_EXIT,WIN
BSE,2022-02-25,2022-03-11,210.79,297.22,8,41.0,86.43,RSI_EXIT,WIN
BSE,2022-03-28,2022-05-13,295.33,244.0,30,-17.38,-51.33,MAX_HOLD,LOSS
BSE,2022-05-27,2022-06-17,223.9,208.0,14,-7.1,-15.9,SMA_EXIT,LOSS
BSE,2023-09-21,2023-09-28,400.0,437.67,4,9.42,37.67,RSI_EXIT,WIN
BSE,2023-12-13,2024-01-29,772.3,710.87,30,-7.95,-61.43,MAX_HOLD,LOSS
BSE,2024-02-19,2024-04-01,773.37,852.47,27,10.23,79.1,RSI_EXIT,WIN
BSE,2024-05-13,2024-06-18,891.97,920.0,24,3.14,28.03,RSI_EXIT,WIN
BSE,2024-06-24,2024-07-11,850.0,757.33,12,-10.9,-92.67,SMA_EXIT,LOSS
BSE,2024-11-27,2024-12-06,1486.0,1760.48,6,18.47,274.48,RSI_EXIT,WIN
BSE,2024-12-30,2025-01-16,1750.0,1943.33,12,11.05,193.33,RSI_EXIT,WIN
BSE,2025-01-29,2025-02-06,1716.67,1952.67,6,13.75,236.0,RSI_EXIT,WIN
BSE,2025-03-03,2025-03-12,1538.33,1288.33,6,-16.25,-250.0,SMA_EXIT,LOSS
BSE,2025-06-17,2025-07-30,2719.0,2495.0,30,-8.24,-224.0,MAX_HOLD,LOSS
BSE,2025-08-28,2025-09-08,2218.0,2329.0,6,5.0,111.0,RSI_EXIT,WIN
BSE,2025-12-04,2026-01-08,2753.2,2744.9,23,-0.3,-8.3,RSI_EXIT,LOSS
BSE,2026-01-22,2026-02-10,2678.7,3110.0,12,16.1,431.3,RSI_EXIT,WIN
M&M,2022-01-27,2022-02-25,845.6,812.7,20,-3.89,-32.9,SMA_EXIT,LOSS
M&M,2022-05-05,2022-05-31,910.0,997.95,17,9.66,87.95,RSI_EXIT,WIN
M&M,2022-06-14,2022-06-29,1000.0,1106.0,10,10.6,106.0,RSI_EXIT,WIN
M&M,2022-09-19,2022-10-25,1259.9,1270.95,24,0.88,11.05,RSI_EXIT,WIN
M&M,2022-11-15,2022-12-01,1284.55,1315.0,11,2.37,30.45,RSI_EXIT,WIN
M&M,2023-02-27,2023-03-13,1270.05,1222.7,8,-3.73,-47.35,SMA_EXIT,LOSS
M&M,2023-10-04,2023-11-10,1531.8,1550.0,25,1.19,18.2,RSI_EXIT,WIN
M&M,2024-01-09,2024-02-06,1625.0,1710.95,18,5.29,85.95,RSI_EXIT,WIN
M&M,2024-08-05,2024-08-19,2679.65,2859.9,8,6.73,180.25,RSI_EXIT,WIN
M&M,2024-10-18,2024-11-07,2945.35,2971.75,13,0.9,26.4,RSI_EXIT,WIN
M&M,2024-12-23,2025-01-03,2918.0,3215.0,7,10.18,297.0,RSI_EXIT,WIN
M&M,2025-01-22,2025-02-01,2848.0,2990.0,7,4.99,142.0,RSI_EXIT,WIN
M&M,2025-02-17,2025-02-18,2940.8,2844.0,0,-3.29,-96.8,SMA_EXIT,LOSS
M&M,2025-07-14,2025-07-22,3072.8,3246.7,5,5.66,173.9,RSI_EXIT,WIN
M&M,2025-08-04,2025-09-09,3170.0,3702.2,23,16.79,532.2,RSI_EXIT,WIN
M&M,2025-09-29,2025-10-16,3419.0,3503.0,11,2.46,84.0,RSI_EXIT,WIN
M&M,2025-10-30,2025-11-10,3540.0,3690.2,5,4.24,150.2,RSI_EXIT,WIN
M&M,2026-01-12,2026-02-02,3675.3,3355.0,13,-8.71,-320.3,SMA_EXIT,LOSS
M&M,2026-02-18,2026-02-23,3491.1,3425.0,2,-1.89,-66.1,SMA_EXIT,LOSS
ADANIPOWER,2022-09-15,2022-11-01,77.9,67.42,30,-13.45,-10.48,MAX_HOLD,LOSS
ADANIPOWER,2022-11-18,2022-12-22,67.99,58.0,23,-14.69,-9.99,SMA_EXIT,LOSS
ADANIPOWER,2023-10-10,2023-11-02,68.68,73.6,15,7.16,4.92,RSI_EXIT,WIN
ADANIPOWER,2024-01-18,2024-03-02,104.29,111.5,30,6.91,7.21,MAX_HOLD,WIN
ADANIPOWER,2024-03-14,2024-04-03,100.38,118.0,10,17.55,17.62,RSI_EXIT,WIN
ADANIPOWER,2024-07-09,2024-07-30,139.61,144.0,13,3.14,4.39,RSI_EXIT,WIN
ADANIPOWER,2024-08-16,2024-09-30,136.6,130.8,30,-4.25,-5.8,MAX_HOLD,LOSS
ADANIPOWER,2024-10-07,2024-10-08,128.29,124.98,0,-2.58,-3.31,SMA_EXIT,LOSS
ADANIPOWER,2025-07-25,2025-09-09,116.78,127.6,29,9.27,10.82,RSI_EXIT,WIN
ADANIPOWER,2025-11-04,2025-12-18,156.0,143.0,30,-8.33,-13.0,MAX_HOLD,LOSS
ADANIPOWER,2026-01-21,2026-02-05,137.5,155.29,10,12.94,17.79,RSI_EXIT,WIN
INDIGO,2022-01-27,2022-01-28,1925.0,1869.0,0,-2.91,-56.0,SMA_EXIT,LOSS
INDIGO,2022-02-24,2022-02-25,1975.0,1900.0,0,-3.8,-75.0,SMA_EXIT,LOSS
INDIGO,2022-09-09,2022-09-19,1959.8,1845.25,5,-5.84,-114.55,SMA_EXIT,LOSS
INDIGO,2023-02-16,2023-02-22,1922.05,1857.0,3,-3.38,-65.05,SMA_EXIT,LOSS
INDIGO,2023-07-27,2023-09-11,2539.0,2490.0,30,-1.93,-49.0,MAX_HOLD,LOSS
INDIGO,2023-09-25,2023-11-09,2360.0,2580.0,30,9.32,220.0,MAX_HOLD,WIN
INDIGO,2024-01-29,2024-02-02,2889.9,3099.95,3,7.27,210.05,RSI_EXIT,WIN
INDIGO,2024-05-30,2024-07-08,4040.05,4323.55,25,7.02,283.5,RSI_EXIT,WIN
INDIGO,2024-08-06,2024-08-23,4300.55,4493.0,11,4.48,192.45,RSI_EXIT,WIN
INDIGO,2024-10-28,2024-11-05,4200.0,3970.9,5,-5.45,-229.1,SMA_EXIT,LOSS
INDIGO,2024-12-17,2024-12-27,4410.45,4725.0,6,7.13,314.55,RSI_EXIT,WIN
INDIGO,2025-07-31,2025-08-19,5625.0,6060.0,11,7.73,435.0,RSI_EXIT,WIN
INDIGO,2025-08-29,2025-10-14,5715.0,5778.0,30,1.1,63.0,MAX_HOLD,WIN
INDIGO,2025-11-03,2025-11-14,5625.0,5900.0,7,4.89,275.0,RSI_EXIT,WIN
INDIGO,2025-12-04,2025-12-05,5520.0,5406.0,0,-2.07,-114.0,SMA_EXIT,LOSS
HCLTECH,2022-01-27,2022-01-28,1115.0,1079.0,0,-3.23,-36.0,SMA_EXIT,LOSS
HCLTECH,2022-12-09,2022-12-12,1075.0,1025.0,0,-4.65,-50.0,SMA_EXIT,LOSS
HCLTECH,2023-03-01,2023-03-08,1077.35,1112.0,3,3.22,34.65,RSI_EXIT,WIN
HCLTECH,2023-03-15,2023-04-06,1095.05,1109.05,13,1.28,14.0,RSI_EXIT,WIN
HCLTECH,2023-06-12,2023-07-03,1112.95,1190.0,13,6.92,77.05,RSI_EXIT,WIN
HCLTECH,2023-07-11,2023-08-24,1131.75,1188.95,30,5.05,57.2,MAX_HOLD,WIN
HCLTECH,2023-08-29,2023-09-05,1153.9,1236.75,4,7.18,82.85,RSI_EXIT,WIN
HCLTECH,2023-09-26,2023-10-11,1264.0,1266.0,9,0.16,2.0,RSI_EXIT,WIN
HCLTECH,2023-10-25,2023-11-17,1231.2,1313.4,16,6.68,82.2,RSI_EXIT,WIN
HCLTECH,2024-04-15,2024-05-02,1507.1,1358.0,10,-9.89,-149.1,SMA_EXIT,LOSS
HCLTECH,2024-08-06,2024-08-19,1563.0,1665.0,7,6.53,102.0,RSI_EXIT,WIN
HCLTECH,2024-09-20,2024-09-30,1748.0,1808.0,5,3.43,60.0,RSI_EXIT,WIN
HCLTECH,2024-10-23,2024-11-13,1793.5,1866.0,14,4.04,72.5,RSI_EXIT,WIN
HCLTECH,2024-12-26,2025-02-06,1905.6,1723.85,30,-9.54,-181.75,MAX_HOLD,LOSS
HCLTECH,2025-12-31,2026-01-19,1624.5,1698.0,11,4.52,73.5,RSI_EXIT,WIN
BEL,2022-05-05,2022-05-18,78.28,78.17,8,-0.14,-0.11,RSI_EXIT,LOSS
BEL,2022-09-22,2022-10-21,108.6,108.55,19,-0.05,-0.05,RSI_EXIT,LOSS
BEL,2022-12-02,2023-01-16,104.55,100.45,30,-3.92,-4.1,MAX_HOLD,LOSS
BEL,2023-01-27,2023-01-30,99.6,92.95,0,-6.68,-6.65,SMA_EXIT,LOSS
BEL,2023-07-24,2023-09-06,125.35,140.5,30,12.09,15.15,MAX_HOLD,WIN
BEL,2023-10-23,2023-11-07,134.3,137.55,9,2.42,3.25,RSI_EXIT,WIN
BEL,2024-03-14,2024-04-01,189.0,205.0,9,8.47,16.0,RSI_EXIT,WIN
BEL,2024-05-08,2024-05-18,227.2,251.5,7,10.7,24.3,RSI_EXIT,WIN
BEL,2024-07-19,2024-09-03,309.9,300.0,30,-3.19,-9.9,MAX_HOLD,LOSS
BEL,2024-09-09,2024-10-23,282.0,271.0,30,-3.9,-11.0,MAX_HOLD,LOSS
BEL,2024-10-24,2024-11-27,269.0,298.85,21,11.1,29.85,RSI_EXIT,WIN
BEL,2024-12-19,2025-01-09,295.0,281.25,13,-4.66,-13.75,SMA_EXIT,LOSS
BEL,2025-07-21,2025-09-04,394.6,381.5,30,-3.32,-13.1,MAX_HOLD,LOSS
BEL,2025-09-25,2025-10-24,395.45,422.0,18,6.71,26.55,RSI_EXIT,WIN
BEL,2025-11-25,2026-01-06,406.5,414.7,28,2.02,8.2,RSI_EXIT,WIN
BEL,2026-03-17,2026-03-24,432.45,412.5,4,-4.61,-19.95,SMA_EXIT,LOSS
ADANIGREEN,2022-06-01,2022-06-17,1828.95,1681.0,11,-8.09,-147.95,SMA_EXIT,LOSS
ADANIGREEN,2022-09-27,2022-09-30,2230.95,2003.9,2,-10.18,-227.05,SMA_EXIT,LOSS
ADANIGREEN,2023-11-23,2023-11-29,920.0,1089.65,2,18.44,169.65,RSI_EXIT,WIN
ADANIGREEN,2024-01-18,2024-02-08,1615.0,1884.1,13,16.66,269.1,RSI_EXIT,WIN
ADANIGREEN,2024-03-14,2024-05-03,1716.0,1796.0,30,4.66,80.0,MAX_HOLD,WIN
ADANIGREEN,2024-07-08,2024-07-26,1759.95,1887.8,12,7.26,127.85,RSI_EXIT,WIN
ADANIGREEN,2024-08-30,2024-09-23,1833.75,2028.95,15,10.64,195.2,RSI_EXIT,WIN
ADANIGREEN,2024-10-01,2024-10-04,1915.55,1811.9,1,-5.41,-103.65,SMA_EXIT,LOSS
ADANIGREEN,2025-10-29,2025-12-12,1028.0,1024.0,30,-0.39,-4.0,MAX_HOLD,LOSS
KOTAKBANK,2022-09-26,2022-09-28,367.2,358.0,1,-2.51,-9.2,SMA_EXIT,LOSS
KOTAKBANK,2022-12-09,2022-12-22,382.8,365.2,8,-4.6,-17.6,SMA_EXIT,LOSS
